,Unnamed: 0,Locations,capacity_solar,cf_solar,reg_mult_solar,capacity_wind,cf_wind,reg_mult_wind,latitude,longitude,county,capacity_geo,cf_geo,state,reg_mult,trans_dist_orig,trans_dist,telecom_dist,water_price,location,clim_zone,state_id,total_capacity
127,54633,78034,4234.25,0.33,0.93,300.0,0.3,1.01,30.97,-103.61,Reeves,0.0,0.0,Texas,0.93,15.02,477.71,14.55,3.7857142857142856,48389,3B,48,4534.25
128,58169,89483,4011.58,0.29,0.88,270.0,0.42,0.95,28.2,-97.39,Refugio,181.14,0.99,Texas,0.88,56.89,726.29,17.32,3.7857142857142856,48391,2B,48,4462.72
129,42616,60197,4235.51,0.31,0.94,342.0,0.55,1.02,35.76,-101.04,Roberts,0.0,0.0,Texas,0.94,164.35,66.22,25.34,3.7857142857142856,48393,4B,48,4577.51
130,51065,71631,3082.13,0.28,0.9,210.0,0.49,0.97,32.89,-96.44,Rockwall,30.32,0.99,Texas,0.9,22.24,437.07,5.94,3.7857142857142856,48397,3B,48,3322.4500000000003
131,53704,76165,4218.09,0.31,0.91,276.0,0.4,0.98,31.65,-99.74,Runnels,0.0,0.0,Texas,0.91,113.14,416.58,25.67,3.7857142857142856,48399,3B,48,4494.09
132,53354,75445,4021.74,0.27,0.89,264.0,0.4,0.96,31.9,-94.65,Rusk,434.78,0.99,Texas,0.89,44.74,467.66,17.27,3.7857142857142856,48401,6A,48,4720.5199999999995
133,53946,76595,3828.62,0.26,0.89,270.0,0.38,0.96,31.58,-93.39,Sabine,518.7,0.99,Louisiana,0.89,65.51,468.33,53.34,3.7857142857142856,48403,3A,48,4617.32
134,53940,76589,3827.37,0.26,0.89,276.0,0.38,0.96,31.59,-94.15,San Augustine,337.26,0.99,Texas,0.89,65.3,480.29,22.35,3.7857142857142856,48405,3B,48,4440.63
135,56006,80760,3863.86,0.26,0.87,276.0,0.38,0.94,30.51,-95.3,San Jacinto,291.06,0.99,Texas,0.87,44.79,588.49,17.3,3.7857142857142856,48407,2B,48,4430.920000000001
136,58217,89861,4143.64,0.29,0.88,276.0,0.42,0.95,28.1,-97.63,San Patricio,136.96,0.99,Texas,0.88,55.61,728.56,13.53,3.7857142857142856,48409,2B,48,4556.6
